% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
830	2	13	94	0	28	549	0	1	1
831	1	3	96	0	28	549	0	1	0
831	2	3	96	0	28	549	0	1	1
832	1	8	71	0	28	549	0	1	0
832	2	8	71	0	28	549	0	1	1
833	1	7	29	0	28	549	0	1	0
833	2	7	29	0	28	549	0	1	1
834	1	4	78	0	28	549	0	1	0
834	2	4	78	0	28	549	0	1	1
835	1	9	39	0	28	549	0	1	0
835	2	9	39	0	28	549	0	1	1
836	1	12	82	0	28	549	0	1	0
836	2	12	82	0	28	549	0	1	1
837	1	2	50	0	28	549	0	1	0
837	2	2	50	0	28	549	0	1	1
838	1	14	1	0	28	549	0	1	0
838	2	14	1	0	28	549	0	1	1
839	1	1	87	0	28	549	0	1	0
839	2	1	87	0	28	549	0	1	1
840	1	11	58	0	28	549	0	1	0
840	2	11	58	0	28	549	0	1	1
841	1	15	12	0	28	549	0	1	0
841	2	15	12	0	28	549	0	1	1
842	1	6	91	0	28	549	0	1	0
842	2	6	91	0	28	549	0	1	1
843	1	10	63	0	28	549	0	1	0
843	2	10	63	0	28	549	0	1	1
844	1	5	20	0	28	549	0	1	0
844	2	5	20	0	28	549	0	1	1
845	1	13	94	0	28	549	0	1	0
845	2	13	94	0	28	549	0	1	1
846	1	3	96	0	28	549	0	1	0
846	2	3	96	0	28	549	0	1	1
847	1	8	71	0	28	549	0	1	0
847	2	8	71	0	28	549	0	1	1
848	1	7	29	0	28	549	0	1	0
848	2	7	29	0	28	549	0	1	1
849	1	4	78	0	28	549	0	1	0
849	2	4	78	0	28	549	0	1	1
850	1	9	39	0	28	549	0	1	0
850	2	9	39	0	28	549	0	1	1
851	1	12	82	0	28	549	0	1	0
851	2	12	82	0	28	549	0	1	1
852	1	2	50	0	28	549	0	1	0
852	2	2	50	0	28	549	0	1	1
853	1	14	1	0	28	549	0	1	0
853	2	14	1	0	28	549	0	1	1
854	1	1	87	0	28	549	0	1	0
854	2	1	87	0	28	549	0	1	1
855	1	11	58	0	28	549	0	1	0
855	2	11	58	0	28	549	0	1	1
856	1	15	12	0	28	549	0	1	0
856	2	15	12	0	28	549	0	1	1
857	1	6	91	0	28	549	0	1	0
857	2	6	91	0	28	549	0	1	1
858	1	10	63	0	28	549	0	1	0
858	2	10	63	0	28	549	0	1	1
859	1	5	20	0	28	549	0	1	0
859	2	5	20	0	28	549	0	1	1
860	1	13	94	0	28	549	0	1	0
860	2	13	94	0	28	549	0	1	1
861	1	3	96	0	28	549	0	1	0
861	2	3	96	0	28	549	0	1	1
862	1	8	71	0	28	549	0	1	0
862	2	8	71	0	28	549	0	1	1
863	1	7	29	0	28	549	0	1	0
863	2	7	29	0	28	549	0	1	1
864	1	4	78	0	28	549	0	1	0
864	2	4	78	0	28	549	0	1	1
865	1	9	39	0	28	549	0	1	0
865	2	9	39	0	28	549	0	1	1
866	1	12	82	0	28	549	0	1	0
866	2	12	82	0	28	549	0	1	1
867	1	2	50	0	28	549	0	1	0
867	2	2	50	0	28	549	0	1	1
868	1	14	1	0	28	549	0	1	0
868	2	14	1	0	28	549	0	1	1
869	1	1	87	0	28	549	0	1	0
869	2	1	87	0	28	549	0	1	1
870	1	11	58	0	28	549	0	1	0
870	2	11	58	0	28	549	0	1	1
871	1	15	12	0	28	549	0	1	0
871	2	15	12	0	28	549	0	1	1
872	1	6	91	0	28	549	0	1	0
872	2	6	91	0	28	549	0	1	1
873	1	10	63	0	28	549	0	1	0
873	2	10	63	0	28	549	0	1	1
874	1	5	20	0	28	549	0	1	0
874	2	5	20	0	28	549	0	1	1
875	1	13	94	0	28	549	0	1	0
875	2	13	94	0	28	549	0	1	1
876	1	3	96	0	28	549	0	1	0
876	2	3	96	0	28	549	0	1	1
877	1	8	71	0	28	549	0	1	0
877	2	8	71	0	28	549	0	1	1
878	1	7	29	0	28	549	0	1	0
878	2	7	29	0	28	549	0	1	1
879	1	4	78	0	28	549	0	1	0
879	2	4	78	0	28	549	0	1	1
880	1	9	39	0	28	549	0	1	0
880	2	9	39	0	28	549	0	1	1
881	1	12	82	0	28	549	0	1	0
881	2	12	82	0	28	549	0	1	1
882	1	2	50	0	28	549	0	1	0
882	2	2	50	0	28	549	0	1	1
883	1	14	1	0	28	549	0	1	0
883	2	14	1	0	28	549	0	1	1
884	1	1	87	0	28	549	0	1	0
884	2	1	87	0	28	549	0	1	1
885	1	11	58	0	28	549	0	1	0
885	2	11	58	0	28	549	0	1	1
886	1	15	12	0	28	549	0	1	0
886	2	15	12	0	28	549	0	1	1
887	1	6	91	0	28	549	0	1	0
887	2	6	91	0	28	549	0	1	1
888	1	10	63	0	28	549	0	1	0
888	2	10	63	0	28	549	0	1	1
889	1	5	20	0	28	549	0	1	0
889	2	5	20	0	28	549	0	1	1
890	1	13	94	0	28	549	0	1	0
890	2	13	94	0	28	549	0	1	1
891	1	3	96	0	28	549	0	1	0
891	2	3	96	0	28	549	0	1	1
892	1	8	71	0	28	549	0	1	0
892	2	8	71	0	28	549	0	1	1
893	1	7	29	0	28	549	0	1	0
893	2	7	29	0	28	549	0	1	1
894	1	4	78	0	28	549	0	1	0
894	2	4	78	0	28	549	0	1	1
895	1	9	39	0	28	549	0	1	0
895	2	9	39	0	28	549	0	1	1
896	1	12	82	0	28	549	0	1	0
896	2	12	82	0	28	549	0	1	1
897	1	2	50	0	28	549	0	1	0
897	2	2	50	0	28	549	0	1	1
898	1	14	1	0	28	549	0	1	0
898	2	14	1	0	28	549	0	1	1
899	1	1	87	0	28	549	0	1	0
899	2	1	87	0	28	549	0	1	1
